frequency_rank,character,pinyin,definition,radical,radical_code,stroke_count,hsk_level,general_standard_num
7227,笹,ti,small bamboo,竹,118.5,11,,
7228,郐,kuài,,邑,163.6,8,,6706
7229,溻,tā,wet,水,85.10,13,,5575
7230,骯,āng,dirty,骨,188.4,13,,
7231,礡,bó,"fill, extend",石,112.14,18,,
7232,袉,tuó,,衣,145.5,10,,
7233,訚,yín,speak gently; respectful,言,149.3,10,,4631
7234,谉,shěn,,言,149.8,10,,
7235,莛,tíng,"stalks of grasses, etc.",艸,140.7,9,,4117
7236,哕,huì,belch; vomit,口,30.6,9,,4215
7237,滗,bì,drain,水,85.10,13,,5577
7238,瀹,yuè,"to boil; to wash, to cleanse, to soak",水,85.17,20,,8067
7239,鏰,bèng,"coin, money",金,167.11,19,,
7240,稃,fū,,禾,115.7,12,,5203
7241,眰,diè,,目,109.6,11,,
7242,眳,míng,,目,109.6,11,,
7243,矞,yù,"bore with awl; bright, charming",矛,110.7,12,,7455
7244,硚,qiáo,,石,112.12,11,,7148
7245,禋,yīn,offer sacrifice; sacrifice,示,113.9,13,,7604
7246,翀,chōng,fly upward,羽,124.4,10,,7090
7247,苾,bì,"smell, fragrance, aroma",艸,140.5,8,,6661
7248,襕,lán,,衣,145.12,17,,7972
7249,趥,qiū,,走,156.9,16,,
7250,茺,chōng,,艸,140.6,9,,6790
7251,軿,píng,curtained carriage used by women,車,159.6,13,,
7252,逌,yōu,please; smiling; complacent,辵,162.7,10,,
7253,唪,fěng,"to recite, to intone or chant",口,30.8,11,,7155
7254,庳,bì,a low-built house,广,53.8,11,,7222
7255,殪,yì,"die; kill, exterminate",歹,78.12,16,,6075
7256,隃,shù,to exceed; a state in Shanxi province,阜,170.9,11,,7261
7257,糈,xǔ,sacrificial rice; rations; pay,米,119.9,15,,7808
7258,鲄,hé,,魚,195.5,13,,
7259,龜,guī,turtle or tortoise; cuckold,龜,213.0,17,,
7260,碕,qí,"a cape, spit, promontory",石,112.8,13,,
7261,鲣,jiān,"skipjack, bonito",魚,195.7,15,,5971
7262,綎,tīng,silk braided cord,糸,120.7,12,,
7263,栝,guā,,木,75.6,10,,4456
7264,轵,zhǐ,end of axle; divergent,車,159.5,9,,6815
7265,雔,chóu,,隹,172.8,16,,
7266,頠,wěi,quiet,頁,181.6,15,,
7267,穈,méi,millet,禾,115.11,16,,
7268,翃,hóng,fly,羽,124.4,10,,6974
7269,膭,guī,,肉,130.12,16,,
7270,衒,xuàn,"brag; show off, promote oneself",行,144.5,11,,7202
7271,盇,hé,why not? would it not be better to?,皿,108.4,9,,
7272,礦,kuàng,"mine; mineral, ore",石,112.15,19,,
7273,譢,suì,,言,149.13,19,,
7274,鳰,ru,,鳥,196.2,13,,
7275,遞,dì,"hand over, deliver; substitute",辵,162.10,13,,
7276,鴫,tian,a snipe,鳥,196.5,16,,
7277,笟,gū,,竹,118.5,11,,
7278,莾,mǎng,,艸,140.8,11,,
7279,蒼,cāng,blue; green,艸,140.10,13,,
7280,蟬,chán,cicada; continuous,虫,142.12,18,,
7281,袑,shào,,衣,145.5,10,,
7282,訒,rèn,"hesitate to say, reluctant to speak",言,149.3,10,,
7283,講,jiǎng,explain; discuss; talk,言,149.10,17,,
7284,讝,zhán,,言,149.20,26,,
7285,購,gòu,"buy, purchase; hire",貝,154.10,17,,
7286,趕,gǎn,"pursue, follow; expel, drive away",走,156.7,14,,
7287,鈧,kàng,scandium,金,167.4,12,,
7288,鈩,lu,"fireplace, stove, oven, furnace",金,167.4,12,,
7289,閃,shǎn,"flash; avoid, dodge, evade",門,169.2,10,,
7290,閷,shài,,門,169.9,16,,
7291,頉,yí,cheeks; jaw; chin; rear; nourish,頁,181.3,13,,
7292,髤,xiū,,髟,190.4,14,,
7293,龤,xié,to harmonize; to accord with; to agree,龠,214.9,26,,
7294,薿,nǐ,flower,艸,140.14,17,,7923
7295,鱥,guì,,魚,195.13,24,,
7296,觝,dǐ,"gore, butt; resist; push",角,148.5,12,,
7297,鮻,suō,dace; Canton dace,魚,195.7,18,,
7298,鳤,guǎn,,魚,195.14,22,,8096
7299,穉,zhì,"young grain; young, tender",禾,115.12,17,,
7300,觱,bì,tartar horn; chilly wind,角,148.9,16,,7849
7301,轘,huán,tear asunder between chariots,車,159.13,20,,
7302,鐓,duì,ferrule; castrate,金,167.12,20,,
7303,筘,kòu,,竹,118.6,12,,7388
7304,鲝,zhǎ,,魚,195.6,14,,7719
7305,睏,kùn,"be tired, sleepy",目,109.7,12,,
7306,蔸,dōu,counter for plant,艸,140.11,14,,5650
7307,镚,bèng,small coin,金,167.11,16,,6115
7308,痦,wù,,疒,104.7,12,,5255
7309,秵,yīn,,禾,115.6,11,,
7310,臎,cuì,,肉,130.14,18,,
7311,葴,zhēn,,艸,140.9,12,,7306
7312,蝟,wèi,hedgehog,虫,142.9,15,,
7313,訂,dìng,draw up agreement; arrange,言,149.2,9,,
7314,泖,mǎo,still waters; river in Jiangsu,水,85.5,8,,4018
7315,骟,shàn,"geld, castrate",馬,187.10,13,,5619
7316,锽,huáng,weapon,金,167.9,14,,7681
7317,犋,jù,,牛,93.8,12,,5198
7318,眵,chī,eyes diseased and dim,目,109.6,11,,4815
7319,耩,jiǎng,to plough. to sow,耒,127.10,16,,6026
7320,筢,pá,rake,竹,118.7,13,,5501
7321,躔,chán,"follow in, imitate; rut, path",足,157.15,22,,8093
7322,鬏,jiū,a coiffure on top of the head,髟,190.9,19,,6366
7323,黪,cǎn,grey black,黑,203.8,20,,6434
7324,䞍,qíng,(simplified form of ,,,15,,
7325,祔,fù,,示,113.5,9,,
7326,箠,chuí,horse whip; flog,竹,118.8,14,,
7327,舲,líng,small boat with windows; houseboat,舟,137.5,11,,7204
7328,蒷,yún,,艸,140.10,13,,
7329,蜺,ní,reflection of rainbow,虫,142.8,14,,
7330,襢,tǎn,strip; lay bare; bared; naked,衣,145.13,18,,
7331,謺,zhé,,言,149.11,18,,
7332,劐,huō,destroy,刀,18.14,15,,7755
7333,貯,zhù,"store, stockpile, hoard",貝,154.5,12,,
7334,搋,chuāi,to thump,手,64.10,13,,5357
7335,醊,zhuì,to pour wine in a libation,酉,164.8,15,,
7336,廒,áo,a granary,广,53.11,13,,7571
7337,洚,jiàng,a flood,水,85.6,9,,6892
7338,胲,hǎi,,肉,130.6,10,,7032
7339,韥,dú,,韋,178.15,24,,
7340,饘,zhān,gruel,食,184.13,21,,
7341,馂,jùn,leftovers,食,184.7,10,,
7342,筅,xiǎn,bamboo brush; halberd,竹,118.6,12,,7391
7343,鳆,fù,abalone,魚,195.9,17,,
7344,鲊,zhǎ,minced and salted fish; to preserve,魚,195.5,13,,7558
7345,麗,lì,"beautiful, magnificent, elegant",鹿,198.8,19,,
7346,篸,cǎn,"a basket, hod, scuttle; a hairclasp",竹,118.11,17,,
7347,腄,chuí,,肉,130.8,12,,
7348,臑,nào,soft,肉,130.14,18,,8013
7349,诐,bì,argue; biased; one-sided,言,149.5,7,,6628
7350,仳,pǐ,"separate, part company",人,9.4,6,,6537
7351,趩,chì,,走,156.12,18,,
7352,篩,shāi,"sieve, filter, screen; sift",竹,118.10,16,,
7353,簾,lián,"a blind, screen, curtain",竹,118.13,19,,
7354,絪,yīn,matting; coverlet; cloudy,糸,120.6,12,,
7355,绹,táo,"to braid, twist; twisted or braided",糸,120.8,11,,7277
7356,膵,cuì,pancreas,肉,130.12,15,,
7357,蕗,lù,leucacene,艸,140.12,16,,7842
7358,蝘,yǎn,"gecko, kind of cicada",虫,142.9,15,,7773
7359,袠,zhì,book cover; satchel or bag,衣,145.5,11,,
7360,賸,shèng,"leftovers, residue, remains",貝,154.10,17,,
7361,葙,xiāng,feather cockscomb (Celosia argentea),艸,140.9,12,,7304
7362,遊,yóu,"wander, roam, travel",辵,162.9,12,,
7363,饑,jī,"starve, be hungry; famine",食,184.12,20,,
7364,驀,mò,"suddenly, quickly, abruptly",馬,187.11,20,,
7365,祪,guǐ,,示,113.6,10,,
7366,禘,dì,imperial ancestor worship,示,113.9,13,,7606
7367,臺,tái,"tower, lookout; stage, platform",至,133.8,14,,
7368,菍,niè,,艸,140.8,11,,7129
7369,髒,zāng,dirty; firm; fat,骨,188.13,21,,
7370,軸,zhóu,"axle, axletree; pivot; axis",車,159.5,12,,
7371,釘,dīng,"nail, spike; pursue closely",金,167.2,10,,
7372,頃,qǐng,a moment; a measure of area equal to 100 mu or 6.7 hectares; to lean,頁,181.2,11,,
7373,仉,zhǎng,surname of the mother of Mencius,人,9.2,4,,3516
7374,氕,piē,"hydrogen-1, protium",气,84.1,5,,6511
7375,矔,guàn,,目,109.18,22,,
7376,緒,xù,end of thread; thread,糸,120.8,14,,
7377,脅,xié,ribs; armpits; flank; threaten,肉,130.6,10,,
7378,臒,wò,,肉,130.14,17,,
7379,苿,wèi,,艸,140.5,8,,
7380,菢,bào,to incubate; to brood; to hatch,艸,140.8,11,,
7381,蔂,léi,"basket, hod",艸,140.11,14,,
7382,藞,lǎ,,艸,140.15,18,,
7383,袩,zhé,,衣,145.5,10,,
7384,貞,zhēn,"virtuous, chaste, pure; loyal",貝,154.2,9,,
7385,賣,mài,sell; betray; show off,貝,154.8,15,,
7386,跍,kū,,足,157.5,12,,
7387,跓,zhù,,足,157.5,12,,
7388,蹤,zōng,"footprints, traces, tracks",足,157.11,18,,
7389,軍,jūn,"army, military; soldiers, troops",車,159.2,9,,
7390,邿,shī,a state in Shandong province,邑,163.6,8,,6650
7391,鄰,lín,neighbor; neighborhood,邑,163.12,14,,
7392,醿,mí,,酉,164.17,24,,
7393,鈨,yuan,,金,167.4,12,,
7394,鋼,gāng,"steel; hard, strong, tough",金,167.8,16,,
7395,駵,liú,,馬,187.7,17,,
7396,駸,qīn,galloping; speeding,馬,187.7,17,,
7397,鰪,é,,魚,195.10,21,,
7398,鱾,jǐ,name of fish,魚,195.3,11,,7214
7399,䝼,jìng,"to bestow, to confer upon; to grant to",貝,154.8,15,,
7400,賨,cóng,tribute paid in cloth by the tribes in Szechwan and Yunnan under the Han dynasty,貝,154.8,15,,
7401,艞,yào,,舟,137.12,18,,
7402,鹟,wēng,,鳥,196.10,15,,7798
7403,钁,jué,a mattock; a billhook,金,167.20,28,,
7404,鞓,tīng,,革,177.7,16,,
7405,鰉,huáng,sturgeon,魚,195.9,20,,
7406,監,jiān,"supervise, control, direct",皿,108.9,14,,
7407,穊,jì,plough deep; sown slowly,禾,115.11,14,,
7408,蕡,fén,hemp seeds; plant with abundant,艸,140.12,15,,
7409,鑨,lóng,,金,167.16,24,,
7410,楱,zòu,,木,75.9,13,,
7411,靹,nà,,革,177.4,13,,
7412,鷃,yàn,quail,鳥,196.10,21,,
7413,鼱,jīng,,鼠,208.8,21,,8081
7414,眫,mǐ,,目,109.5,10,,
7415,艆,láng,,舟,137.7,13,,
7416,褯,jiè,,衣,145.10,15,,7826
7417,剞,jī,carving or engraving knife; grave,刀,18.8,10,,4482
7418,蔟,cù,frame on which silkworms spin,艸,140.11,14,,5651
7419,靿,yào,the leg of a boot,革,177.5,14,,5648
7420,飭,chì,order; command; give command,食,184.4,12,,
7421,瘼,mò,sickness; distress,疒,104.11,15,,5983
7422,酴,tú,"leaven, yeast; wine",酉,164.7,14,,7658
7423,鼢,fén,a variety of mole,鼠,208.4,17,,6260
7424,睆,huàn,bright,目,109.7,12,,
7425,硁,kēng,the sound of stones knocking together,石,112.5,10,,6972
7426,秬,jù,black millet,禾,115.5,9,,6853
7427,穪,chēng,to praise,禾,115.14,19,,
7428,筦,guǎn,a key; to be in charge; a pipe,竹,118.7,13,,7545
7429,粡,tóng,,米,119.6,12,,
7430,粣,cè,,米,119.5,11,,
7431,綖,yán,the hanging flap in the front of a hat,糸,120.7,12,,
7432,裏,lǐ,"inside, interior, within",衣,145.7,13,,
7433,刭,jǐng,cut throat,刀,18.5,7,,3818
7434,跼,jú,"bent, stooped, crouched; contract",足,157.7,14,,
7435,蒇,chǎn,"finish, complete; solve; complete",艸,140.9,12,,7307
7436,挢,jiǎo,correct,手,64.6,9,,
7437,邆,téng,,辵,162.12,15,,
7438,彡,shān,hair; KangXi radical 59,彡,59.0,3,,
7439,猃,xiǎn,dog,犬,94.7,10,,4604
7440,闉,yīn,"curved, bent; a curved wall",門,169.9,17,,
7441,阓,huì,gate of a market,門,169.9,12,,
7442,阛,huán,wall around market place,門,169.13,16,,
7443,靺,mò,stocking; the Tungusic tribe,革,177.5,14,,5645
7444,鞨,hé,tribe,革,177.9,18,,6316
7445,铥,diū,thulium,金,167.6,11,,7185
7446,瘅,dān,to hate bitterly; drought; dry,疒,104.8,13,,7573
7447,駰,yīn,grey horse,馬,187.6,16,,
7448,騻,shuāng,horse,馬,187.11,21,,
7449,箅,bì,,竹,118.8,14,,5748
7450,箢,yuān,,竹,118.8,14,,5752
7451,觖,jué,to long for; dissatisfied to criticize,角,148.4,11,,7218
7452,麆,zhù,,鹿,198.5,16,,
7453,齮,yǐ,bite,齒,211.8,23,,
7454,糀,hua,,米,119.7,13,,
7455,虯,qiú,young dragon,虫,142.2,8,,
7456,瘊,hóu,"warts, pimples",疒,104.9,14,,5782
7457,絛,tāo,"silk braid, sash",糸,120.7,12,,
7458,聴,tīng,"hear, listen; understand; obey",耳,128.12,17,,
7459,蘭,lán,"orchid; elegant, graceful",艸,140.17,20,,
7460,讬,tuō,"entrust, rely on; commission",言,149.3,5,,
7461,揲,dié,to sort out the stalks used in divination; to fold,手,64.9,12,,
7462,镮,huán,metal ring; measure of currency,金,167.13,18,,8003
7463,钷,pǒ,promethium,金,167.5,10,,7005
7464,睪,yì,spy on,目,109.8,13,,
7465,砲,pào,"gun, cannon",石,112.5,10,,
7466,稅,shuì,"taxes, revenue, duty; tax",禾,115.7,12,,
7467,翫,wán,"careless, play; a legendary archer",羽,124.9,15,,
7468,荅,dā,answer: small bean; thick,艸,140.6,9,,
7469,菉,lù,the green bamboo; greenish bamboo,艸,140.8,11,,7133
7470,袚,bō,greave; knee-pads; buskins,衣,145.5,10,,
7471,褋,dié,,衣,145.9,14,,
7472,贠,yuán,"member; personnel, staff member",貝,154.2,6,,
7473,跡,jī,"search, track, trace",足,157.6,13,,
7474,踦,yǐ,the shin; to pierce; to touch,足,157.8,15,,7770
7475,遯,dùn,"deceive, hide, conceal; flee",辵,162.11,14,,
7476,鉅,jù,"steel, iron; great",金,167.5,12,,
7477,鎌,lián,sickle,金,167.10,18,,
7478,靉,ài,"cloudy sky; dark, obscure",雨,173.17,25,,
7479,韲,jī,"break or smash into pieces, pulverize",韭,179.10,19,,
7480,餖,dòu,food item set out for show only,食,184.7,15,,
7481,鶺,jí,wagtail,鳥,196.10,21,,
7482,麕,jūn,"muntjac deer, hornless river deer",鹿,198.8,19,,
7483,瞼,jiǎn,eyelid,目,109.13,18,,
7484,菵,wǎng,,艸,140.8,11,,
7485,蟭,jiāo,very small bug,虫,142.12,18,,
7486,錏,yā,soft steel; ammonium,金,167.8,16,,
7487,踐,jiàn,"trample, tread upon, walk on",足,157.8,15,,
7488,輾,zhǎn,"turn over, roll",車,159.10,17,,
7489,銷,xiāo,"melt, fuse; market, sell; to pass time, finish, cancel",金,167.7,15,,
7490,閣,gé,"chamber, pavilion; cabinet",門,169.6,14,,
7491,頁,yè,"page, sheet, leaf; rad. no. 181",頁,181.0,9,,
7492,驟,zhòu,procedure; gallop; sudden(ly),馬,187.14,24,,
7493,碼,mǎ,"number, numerals; yard; symbol",石,112.10,15,,
7494,禎,zhēn,"lucky, auspicious, good omen",示,113.9,13,,
7495,禦,yù,"defend, resist, hold out against",示,113.11,17,,
7496,稖,bàng,,禾,115.8,13,,
7497,稟,bǐng,"report to, petition",禾,115.8,13,,
7498,竇,dòu,"surname; hole, burrow; corrupt",穴,116.15,20,,
7499,笇,suàn,,竹,118.4,10,,
7500,篂,xīng,,竹,118.9,15,,
7501,緛,ruǎn,,糸,120.9,15,,
7502,編,biān,"knit, weave; arrange; compile",糸,120.9,15,,
7503,縿,shān,streamer,糸,120.11,17,,
7504,舊,jiù,"old, ancient; former, past",臼,134.12,17,,
7505,蓴,chún,"edible water plant, bracenia",艸,140.11,14,,
7506,蕚,è,the calyx of a flower; younger brother,艸,140.12,15,,
7507,蘆,lú,"rushes, reeds",艸,140.16,19,,
7508,蝿,yíng,flies,虫,142.9,15,,
7509,袃,chài,,衣,145.4,10,,
7510,親,qīn,"relatives, parents; intimate",見,147.9,16,,
7511,訴,sù,accuse; sue; inform; narrate,言,149.5,12,,
7512,讕,lán,"accuse falsely; slander, libel",言,149.17,24,,
7513,讚,zàn,"praise, commend, eulogize",言,149.19,26,,
7514,財,cái,"wealth, valuables, riches",貝,154.3,10,,
7515,贏,yíng,"win; surplus, gain, profit",貝,154.13,20,,
7516,軅,yan,,身,158.12,19,,
7517,軓,fàn,,車,159.3,10,,
7518,釙,pò,polonium,金,167.2,10,,
7519,鉄,zhí,"iron; strong, solid, firm",金,167.5,13,,
7520,錆,qiāng,the color of a mineral,金,167.8,16,,
7521,閶,chāng,gate of heaven; main gate of palace,門,169.8,16,,
7522,鯕,qí,coryphaena hippurus,魚,195.8,19,,
7523,鶕,ān,,鳥,196.9,20,,
7524,麨,chǎo,,麥,199.4,15,,
7525,䜩,yàn,(simplified form of ,,,23,,
7526,䴗,jú,a shrike,,,20,,7668
7527,脭,chéng,,肉,130.7,11,,
7528,鲯,qí,coryphaena hippurus,魚,195.8,16,,7886
7529,鐏,zūn,cap,金,167.12,20,,
7530,魾,pī,,魚,195.5,16,,
7531,眎,shì,"look at, inspect, observe, see",目,109.5,10,,
7532,睞,lài,squint at; sidelong glance,目,109.8,13,,
7533,窋,zhú,,穴,116.5,10,,
7534,籠,lóng,cage; cage-like basket,竹,118.16,22,,
7535,綠,lǜ,green; chlorine,糸,120.8,14,,
7536,縡,zài,"matter, affair",糸,120.10,16,,
7537,縫,fèng,"sew, mend",糸,120.11,16,,
7538,肅,sù,pay respects; reverently,聿,129.7,13,,
7539,鉏,chú,"hoe; eradicate, eliminate",金,167.5,13,,
7540,謦,qìng,to speak softly,言,149.11,18,,
7541,麹,qū,"yeast, leaven; surname",麥,199.8,15,,7748
7542,蔔,bó,radish; other root vegetables,艸,140.11,14,,
7543,繐,suì,fine cloth,糸,120.12,18,,
7544,眥,zì,eye sockets; corner of the eyes,目,109.5,11,,
7545,粺,bài,polished rice or millet,米,119.8,14,,
7546,缊,yūn,"tangled hemp, raveled silk; vague, confused",糸,120.10,12,,7458
7547,艈,yù,,舟,137.7,13,,
7548,蓇,gǔ,follicles of plants,艸,140.10,12,,7311
7549,蛣,qī,(dung) beetle,虫,142.6,12,,
7550,蹾,dūn,to squat; to crouch,足,157.12,19,,6388
7551,掎,jǐ,"drag aside, pull; drag one foot",手,64.8,11,,7110
7552,哜,jì,sip,口,30.6,9,,
7553,鄦,xǔ,,邑,163.12,14,,
7554,陞,shēng,"promote, rise, ascend",阜,170.7,9,,6909
7555,韰,xiè,,韭,179.7,16,,
7556,飖,yáo,"floating in air, drifting with wind",風,182.10,14,,
7557,镲,chǎ,cymbals,金,167.13,19,,6397
7558,麃,páo,"till, plow",鹿,198.4,15,,
7559,禑,wú,happy; used in historical names,示,113.9,13,,
7560,筰,zuó,cable,竹,118.7,13,,
7561,聠,pīng,,耳,128.6,12,,
7562,茷,fá,flutter; flower,艸,140.6,9,,
7563,螀,jiāng,kind of cicada,虫,142.9,15,,
7564,袞,gǔn,ceremonial dress worn by the emperor,衣,145.5,11,,
7565,褧,jiǒng,unlined clothes; light overcoat,衣,145.10,16,,
7566,賮,jìn,farewell gift,貝,154.9,16,,
7567,赗,fèng,gift,貝,154.9,13,,7526
7568,踡,quán,"curled, coiled",足,157.8,15,,
7569,揞,ǎn,to cover (with the hand),手,64.9,12,,
7570,遝,tà,"mixed, abundant, assorted",辵,162.10,13,,
7571,酂,cuó,collect; small administration,邑,163.16,18,,8005
7572,酇,zàn,collect; small administration,邑,163.19,21,,
7573,醜,chǒu,"ugly looking, homely; disgraceful",酉,164.10,16,,
7574,檑,léi,,木,75.13,17,,7925
7575,雮,mù,,雨,173.4,12,,
7576,氍,qú,fine woollen cloth; a mat used by the emperor in worshipping god,毛,82.18,22,,6469
7577,腙,zōng,an organic compound,肉,130.8,12,,7403
7578,飩,tún,stuffed dumplings,食,184.4,12,,
7579,痖,yǎ,dumb,疒,104.6,11,,
7580,髣,fǎng,"similar to, like",髟,190.4,14,,
7581,髳,máo,state,髟,190.5,15,,
7582,酎,zhòu,"double-fermented wine, vintage wine",酉,164.3,10,,6965
7583,鲒,jié,clam; oyster,魚,195.6,14,,7699
7584,鲪,jūn,,魚,195.7,15,,7801
7585,鹯,zhān,hawk; Butastur indicus,鳥,196.13,18,,8018
7586,麜,lì,,鹿,198.10,21,,
7587,齸,yì,,齒,211.10,25,,
7588,齻,diān,,齒,211.10,25,,
7589,粩,lao,,米,119.6,12,,
7590,詣,yì,"reach; achievement, accomplishment",言,149.6,13,,
7591,隄,dī,"dike, embankment",阜,170.9,11,,
7592,簰,pái,bamboo raft,竹,118.12,18,,8009
7593,蒾,mí,,艸,140.10,12,,
7594,蓏,luǒ,fruit of plant; melon,艸,140.10,13,,7486
7595,薳,wěi,name of a herb; surname; (Cant.) a plant stem,艸,140.14,16,,7838
7596,藛,xiě,,艸,140.15,18,,
7597,蚢,háng,,虫,142.4,10,,
7598,蓠,lí,gracilaria verrucosa,艸,140.10,13,,5384
7599,蓰,xǐ,to increase five-fold,艸,140.11,14,,7643
7600,遡,sù,go upstream; trace source; formerly,辵,162.10,13,,
7601,郋,xí,,邑,163.6,8,,
7602,鄜,fū,county in Shanxi province,邑,163.11,13,,7576
7603,錞,chún,instrument,金,167.8,16,,
7604,靣,miàn,,面,176.0,8,,
7605,鸂,xī,"Mandarin duck, Aix galericulata",鳥,196.13,24,,
7606,麐,lín,female of Chinese unicorn,鹿,198.7,18,,
7607,麚,jiā,,鹿,198.9,20,,
7608,齧,niè,"bite, gnaw; wear down, erode",齒,211.6,21,,
7609,䌷,chōu,(simplified form of ,,,11,,
7610,睊,juàn,"see, look, gaze at; askance",目,109.7,12,,
7611,砢,kē,pile of stones,石,112.5,10,,
7612,碻,què,solid,石,112.10,15,,
7613,絃,xián,string on musical instrument,糸,120.5,11,,
7614,茝,chǎi,,艸,140.7,10,,6950
7615,菴,ān,small Buddhist monastery,艸,140.8,11,,
7616,袥,tuō,,衣,145.5,10,,
7617,襍,zá,"mixed, blended; mix, mingle",衣,145.12,17,,
7618,覗,sì,peek,見,147.5,12,,
7619,詩,shī,"poetry; poem, verse, ode",言,149.6,13,,
7620,諥,zhòng,,言,149.9,16,,
7621,跂,qí,"creeping, crawling",足,157.4,11,,7163
7622,辵,chuò,walk; walking; KangXi radical 162,辵,162.0,7,,
7623,邅,zhān,"hesitant, faltering",辵,162.13,16,,
7624,醨,lí,dregs of wine,酉,164.11,17,,7928
7625,頍,kuǐ,,頁,181.4,13,,
7626,疰,zhù,,疒,104.5,10,,7042
7627,觜,zī,beak,角,148.6,13,,7515
7628,鴿,gē,"pigeon, dove; Columba species (various)",鳥,196.6,17,,
7629,笭,líng,bamboo screen,竹,118.5,11,,
7630,糷,làn,,米,119.21,26,,
7631,纘,zuǎn,"continue, carry on, succeed",糸,120.19,25,,
7632,翉,běn,,羽,124.5,11,,
7633,胵,chī,(Cant.) ,肉,130.6,10,,
7634,芖,zhì,,艸,140.3,6,,
7635,蔣,jiǎng,surname; Hydropyrum latifalium,艸,140.11,14,,
7636,蔦,niǎo,the convovulvus; parasitic plants such as mistletoe; Ribes ambiguum,艸,140.11,14,,
7637,蛚,liè,,虫,142.6,12,,
7638,蛯,lao,shrimp,虫,142.6,12,,
7639,蜏,yǒu,,虫,142.7,13,,
7640,讞,yàn,"to decide, judge; a verdict, decision",言,149.20,27,,
7641,賲,bǎo,,貝,154.9,16,,
7642,钃,shǔ,,金,167.21,29,,
7643,餈,cí,rice cake,食,184.6,15,,
7644,馧,yūn,,香,186.10,18,,8006
7645,麤,cū,"rough, coarse, big, rough",鹿,198.22,33,,
7646,鼶,sī,,鼠,208.10,23,,
7647,禱,dǎo,"pray; entreat, beg, plead; prayer",示,113.14,18,,
7648,臓,zàng,"internal organs, viscera",肉,130.14,18,,
7649,鈍,dùn,"blunt, obtuse; dull; flat; dull-witted",金,167.4,12,,
7650,錫,xī,"tin, stannum; bestow, confer",金,167.8,16,,
7651,紛,fēn,"in disorder, scattered, tangled",糸,120.4,10,,
7652,遙,yáo,"far away, distant, remote",辵,162.10,13,,
7653,螣,tè,mythological wingless dragon of,虫,142.10,16,,7883
7654,铽,tè,terbium,金,167.7,12,,7376
7655,竝,bìng,,立,117.5,10,,
7656,粊,bì,,米,119.4,10,,
7657,紗,shā,"gauze, thin silk; yarn, thread",糸,120.4,10,,
7658,紮,zā,"tie, fasten, bind",糸,120.5,11,,
7659,絺,chī,fine linen; fine hemp fiber,糸,120.7,13,,
7660,絿,qiú,urgent,糸,120.7,13,,
7661,緯,wěi,woof; parallels of latitude,糸,120.9,15,,
7662,脦,de,,肉,130.7,11,,
7663,臇,juǎn,"fat, rich; a stew of fish",肉,130.13,16,,
7664,臋,tún,,肉,130.13,19,,
7665,葍,fú,plant,艸,140.9,12,,
7666,葞,mǐ,,艸,140.9,12,,
7667,葯,yào,orris root; leaf of the iris; medicine,艸,140.9,12,,
7668,葻,lán,,艸,140.9,12,,
7669,藙,yì,dogwood,艸,140.15,18,,
7670,蜔,diàn,inlaid shell-work,虫,142.7,13,,
7671,螕,bī,"a tick, mite",虫,142.10,16,,
7672,蟻,yǐ,ants,虫,142.13,19,,
7673,襲,xí,"raid, attack; inherit",衣,145.16,22,,
7674,觼,jué,buckle,角,148.15,21,,
7675,觿,xī,"a bodkin made of ivory, horn",角,148.18,25,,8104
7676,詼,huī,"tease, joke with; ridicule, mock",言,149.6,13,,
7677,諝,xū,knowledge; discrimination; treachery,言,149.9,16,,
7678,貨,huò,"goods, commodities, products",貝,154.4,11,,
7679,賀,hè,congratulate; send present,貝,154.5,12,,
7680,趧,tí,,走,156.9,16,,
7681,跉,líng,,足,157.5,12,,
7682,躍,yuè,"skip, jump, frolic",足,157.14,21,,
7683,軒,xuān,carriage; high; wide; balcony; surname of the Yellow Emperor,車,159.3,10,,
7684,輪,lún,"wheel; revolve, turn; recur",車,159.8,15,,
7685,邉,biān,"edge, margin, side, border",辵,162.13,17,,
7686,鄶,kuài,,邑,163.13,15,,
7687,酁,chán,,邑,163.17,19,,
7688,釀,niàng,"brew, ferment",酉,164.17,24,,
7689,鈾,yóu,uranium,金,167.5,13,,
7690,鈿,tián,"hairpin; gold inlaid work, filigree",金,167.5,13,,
7691,鍊,liàn,"smelt metals, forge; refine",金,167.9,17,,
7692,闀,xiàng,,門,169.8,17,,
7693,闄,yǎo,,門,169.9,17,,
7694,腽,wà,fat,肉,130.9,13,,7554
7695,霧,wù,"fog, mist, vapor, fine spray",雨,173.11,18,,
7696,韌,rèn,"strong and pliable, resilient; (Cant.) tough, elastic",韋,178.3,12,,
7697,頎,qí,tall and slim,頁,181.4,13,,
7698,額,é,"forehead; tablet, plaque; fixed",頁,181.9,18,,
7699,顫,chàn,"shiver, tremble; trembling",頁,181.13,22,,
7700,顬,rú,the temporal bone,頁,181.14,23,,
7701,髿,suō,,髟,190.7,17,,
7702,鴣,gū,species of Taiwan pigeon,鳥,196.5,16,,
7703,鶝,fú,,鳥,196.9,20,,
7704,鷣,yín,,鳥,196.12,23,,
7705,齋,zhāi,"vegetarian diet; study; to fast, abstain",齊,210.3,17,,
7706,鋊,yù,a poker; brass filings; to file,金,167.7,15,,
7707,隤,tuí,to fall in ruins; to collapse,阜,170.12,14,,
7708,艦,jiàn,warship,舟,137.14,20,,
